periodID,statefips,emp_combined,emp_combined_ss40,emp_combined_ss60,emp_combined_ss65,emp_combined_ss70
2020_7_9,15,-25.3,-0.186,-0.235,-0.2,-0.394
2020_7_9,16,-5.13,-0.0131,0.0108,0.00326,-0.19
2020_7_9,17,-5.82,-0.0496,-0.0306,-0.0782,-0.222
2020_7_9,18,-5.37,0.00187,-0.0169,-0.0317,-0.121
2020_7_9,19,-6.97,-0.0461,-0.0409,-0.0977,-0.219
2020_7_9,20,-2.45,0.0149,0.126,-0.0542,-0.126
2020_7_9,21,-5.29,-0.0713,-0.011,-0.0713,-0.035
2020_7_9,22,-14.3,-0.151,-0.13,-0.103,-0.293
2020_7_9,23,0.501,-0.0471,0.0839,0.0165,-0.0168
2020_7_9,24,-9.54,-0.114,-0.0819,-0.124,-0.159
2020_7_9,25,-10.2,-0.112,-0.0267,-0.158,-0.244
2020_7_9,26,-8.66,-0.0799,-0.0746,-0.125,-0.169
2020_7_9,27,-6.75,-0.0641,-0.0531,-0.0624,-0.218
2020_7_9,28,-7.63,-0.0606,-0.0537,-0.137,-0.108
2020_7_9,29,-3.18,-0.000101,-0.0562,-0.0248,-0.117
2020_7_9,30,-6.49,-0.0179,-0.1,-0.0396,-0.0492
2020_7_9,31,-2.73,-0.0278,-0.0147,-0.0601,-0.102
2020_7_9,32,-9.67,-0.121,-0.102,-0.0411,-0.151
2020_7_9,33,-6.36,-0.0893,-0.0464,-0.129,-0.0927
2020_7_9,34,-10.2,-0.0862,-0.0546,-0.159,-0.18
2020_7_9,35,-8.44,-0.0817,-0.0169,-0.0465,-0.294
2020_7_9,36,-12.7,-0.142,-0.0836,-0.155,-0.261
2020_7_9,37,-8.04,-0.0613,-0.0845,-0.0182,-0.22
2020_7_9,38,-13.3,-0.149,-0.106,-0.119,.
2020_7_9,39,-4.87,-0.0634,-0.027,-0.0616,-0.126
2020_7_9,40,-5.6,-0.0893,-0.0133,-0.0473,-0.0869
2020_7_9,41,-8.15,-0.0927,-0.0699,-0.0431,-0.222
2020_7_9,42,-7.65,-0.0824,-0.0263,-0.0698,-0.261
2020_7_9,44,-8.64,-0.0566,-0.0245,-0.107,-0.182
2020_7_9,45,-4.89,-0.0236,-0.0457,-0.00799,-0.101
2020_7_9,46,-1.96,.,-0.0537,.,-0.0664
2020_7_9,47,-6.56,-0.0861,-0.0699,-0.0274,-0.157
2020_7_9,48,-7.58,-0.096,-0.0932,-0.0277,-0.168
2020_7_9,49,-8.62,-0.141,-0.0698,-0.00985,-0.203
2020_7_9,50,-14.9,-0.131,-0.0618,-0.0884,-0.313
2020_7_9,51,-8.89,-0.101,-0.0283,-0.0987,-0.287
2020_7_9,53,-6.38,-0.0559,-0.0407,-0.131,-0.173
2020_7_9,54,-10.8,-0.0716,-0.119,-0.0703,-0.18
2020_7_9,55,-5.78,-0.0509,-0.0275,-0.0477,-0.15
2020_7_9,56,-0.463,-0.0435,0.00186,0.0258,0.0571
2020_7_10,1,-8.68,-0.14,-0.118,-0.0698,-0.114
2020_7_10,2,-7.78,-0.0724,0.0293,-0.118,-0.237
2020_7_10,4,-8.42,-0.0674,-0.0547,-0.0804,-0.278
2020_7_10,5,-10.3,-0.0268,-0.00299,.,-0.131
2020_7_10,6,-10.4,-0.104,-0.0739,-0.096,-0.263
2020_7_10,8,-4.53,-0.0832,-0.0506,-0.029,-0.119
2020_7_10,9,-8.06,-0.121,-0.0322,-0.14,-0.122
2020_7_10,10,-3.87,0.00609,0.00806,-0.056,-0.137
2020_7_10,12,-5.43,-0.0523,-0.0208,-0.0619,-0.16
2020_7_10,13,-7.14,-0.0614,-0.0647,-0.0712,-0.209
2020_7_10,15,-25.2,-0.184,-0.234,-0.195,-0.394
2020_7_10,16,-5.17,-0.013,0.0105,0.000526,-0.19
2020_7_10,17,-5.72,-0.0498,-0.03,-0.0771,-0.219
2020_7_10,18,-5.38,0.00271,-0.0167,-0.0316,-0.119
2020_7_10,19,-7.01,-0.0461,-0.0409,-0.0983,-0.221
2020_7_10,20,-2.39,0.0149,0.127,-0.0536,-0.123
2020_7_10,21,-5.27,-0.0708,-0.0115,-0.0703,-0.0341
2020_7_10,22,-14.4,-0.151,-0.13,-0.104,-0.294
2020_7_10,23,0.695,-0.0457,0.0847,0.0186,-0.0125
2020_7_10,24,-9.5,-0.115,-0.0815,-0.124,-0.156
2020_7_10,25,-10.1,-0.111,-0.0263,-0.157,-0.239
2020_7_10,26,-8.59,-0.0793,-0.0747,-0.125,-0.166
2020_7_10,27,-6.69,-0.0641,-0.0529,-0.0611,-0.216
2020_7_10,28,-7.67,-0.061,-0.054,-0.136,-0.109
2020_7_10,29,-3.17,0.000113,-0.0567,-0.0246,-0.117
2020_7_10,30,-6.34,-0.0179,-0.0966,-0.0394,-0.049
2020_7_10,31,-2.7,-0.0283,-0.0144,-0.0586,-0.1
2020_7_10,32,-9.66,-0.12,-0.102,-0.0401,-0.15
2020_7_10,33,-6.28,-0.0896,-0.046,-0.128,-0.0897
2020_7_10,34,-10,-0.0843,-0.054,-0.159,-0.177
2020_7_10,35,-8.4,-0.0814,-0.0174,-0.0456,-0.293
2020_7_10,36,-12.6,-0.142,-0.0833,-0.155,-0.259
2020_7_10,37,-8.02,-0.0613,-0.0848,-0.0177,-0.219
2020_7_10,38,-13.2,-0.149,-0.103,-0.119,.
2020_7_10,39,-4.89,-0.0632,-0.0286,-0.0612,-0.125
2020_7_10,40,-5.63,-0.0895,-0.0137,-0.0481,-0.0873
2020_7_10,41,-8.12,-0.092,-0.0702,-0.0434,-0.22
2020_7_10,42,-7.59,-0.0826,-0.0262,-0.0694,-0.259
2020_7_10,44,-8.52,-0.0552,-0.024,-0.106,-0.178
2020_7_10,45,-4.88,-0.0229,-0.0457,-0.00801,-0.101
2020_7_10,46,-1.97,.,-0.0552,.,-0.0637
2020_7_10,47,-6.6,-0.0862,-0.07,-0.0278,-0.157
2020_7_10,48,-7.64,-0.0968,-0.0944,-0.028,-0.169
2020_7_10,49,-8.67,-0.143,-0.071,-0.00978,-0.201
2020_7_10,50,-14.8,-0.131,-0.0601,-0.0871,-0.311
2020_7_10,51,-8.87,-0.102,-0.0288,-0.0985,-0.285
2020_7_10,53,-6.32,-0.0555,-0.0405,-0.131,-0.171
2020_7_10,54,-10.8,-0.0719,-0.118,-0.0704,-0.178
2020_7_10,55,-5.75,-0.0509,-0.0273,-0.0475,-0.148
2020_7_10,56,-0.558,-0.0436,-3.71E-04,0.0262,0.0562
2020_7_11,1,-8.69,-0.141,-0.118,-0.0696,-0.114
2020_7_11,2,-7.69,-0.0747,0.0307,-0.115,-0.235
2020_7_11,4,-8.52,-0.068,-0.0553,-0.0812,-0.281
2020_7_11,5,-10.4,-0.028,-0.00353,.,-0.131
2020_7_11,6,-10.5,-0.104,-0.0742,-0.0967,-0.264
2020_7_11,8,-4.5,-0.0836,-0.0504,-0.029,-0.117
2020_7_11,9,-8.03,-0.121,-0.0322,-0.14,-0.12
2020_7_11,10,-3.82,0.00634,0.0074,-0.056,-0.134
2020_7_11,12,-5.45,-0.0521,-0.0211,-0.0624,-0.16
2020_7_11,13,-7.15,-0.0616,-0.0649,-0.0719,-0.208
2020_7_11,15,-25.2,-0.182,-0.234,-0.191,-0.395
2020_7_11,16,-5.23,-0.0126,0.0101,-0.00226,-0.189
2020_7_11,17,-5.64,-0.05,-0.0297,-0.076,-0.216
2020_7_11,18,-5.39,0.00368,-0.0167,-0.0316,-0.117
2020_7_11,19,-7.05,-0.0461,-0.041,-0.0988,-0.222
2020_7_11,20,-2.35,0.0144,0.128,-0.0532,-0.121
2020_7_11,21,-5.26,-0.0701,-0.0122,-0.0695,-0.0336
2020_7_11,22,-14.4,-0.152,-0.13,-0.105,-0.295
2020_7_11,23,0.872,-0.0443,0.0856,0.0205,-0.00884
2020_7_11,24,-9.47,-0.115,-0.0811,-0.124,-0.153
2020_7_11,25,-9.94,-0.111,-0.026,-0.155,-0.235
2020_7_11,26,-8.54,-0.0788,-0.0748,-0.125,-0.164
2020_7_11,27,-6.64,-0.0642,-0.0528,-0.0598,-0.214
2020_7_11,28,-7.71,-0.0616,-0.0542,-0.136,-0.11
2020_7_11,29,-3.17,0.000085,-0.0572,-0.0244,-0.117
2020_7_11,30,-6.18,-0.0178,-0.0923,-0.0394,-0.0488
2020_7_11,31,-2.69,-0.0288,-0.0142,-0.0573,-0.0988
2020_7_11,32,-9.66,-0.12,-0.101,-0.0393,-0.149
2020_7_11,33,-6.19,-0.09,-0.0455,-0.128,-0.0867
2020_7_11,34,-9.91,-0.0828,-0.0535,-0.158,-0.173
2020_7_11,35,-8.39,-0.0813,-0.0185,-0.0451,-0.293
2020_7_11,36,-12.6,-0.142,-0.083,-0.155,-0.256
2020_7_11,37,-7.99,-0.0611,-0.0851,-0.0172,-0.218
2020_7_11,38,-13.1,-0.149,-0.1,-0.118,.
2020_7_11,39,-4.91,-0.0628,-0.03,-0.0608,-0.125
2020_7_11,40,-5.67,-0.0897,-0.0142,-0.049,-0.0879
2020_7_11,41,-8.1,-0.0914,-0.0705,-0.0437,-0.218
2020_7_11,42,-7.54,-0.0827,-0.0263,-0.0691,-0.257
2020_7_11,44,-8.39,-0.0536,-0.0234,-0.104,-0.174
2020_7_11,45,-4.87,-0.0219,-0.0458,-0.00797,-0.1
2020_7_11,46,-1.99,.,-0.0564,.,-0.0616
2020_7_11,47,-6.62,-0.0862,-0.0702,-0.0282,-0.158
2020_7_11,48,-7.7,-0.0975,-0.0956,-0.0282,-0.17
2020_7_11,49,-8.73,-0.145,-0.0723,-0.00969,-0.199
2020_7_11,50,-14.7,-0.131,-0.0587,-0.086,-0.309
2020_7_11,51,-8.85,-0.102,-0.0293,-0.0982,-0.283
2020_7_11,53,-6.27,-0.0552,-0.0403,-0.131,-0.17
2020_7_11,54,-10.7,-0.0726,-0.118,-0.0703,-0.177
2020_7_11,55,-5.73,-0.0512,-0.0272,-0.0473,-0.147
2020_7_11,56,-0.66,-0.0436,-0.00233,0.0263,0.0549
2020_7_12,1,-8.71,-0.142,-0.119,-0.0694,-0.113
2020_7_12,2,-7.61,-0.0766,0.0319,-0.112,-0.233
2020_7_12,4,-8.62,-0.0687,-0.0558,-0.0818,-0.283
2020_7_12,5,-10.5,-0.0293,-0.00413,.,-0.132
2020_7_12,6,-10.5,-0.104,-0.0745,-0.0975,-0.265
2020_7_12,8,-4.48,-0.0839,-0.0502,-0.0291,-0.115
2020_7_12,9,-7.99,-0.12,-0.0321,-0.139,-0.117
2020_7_12,10,-3.79,0.00617,0.00676,-0.0561,-0.131
2020_7_12,12,-5.47,-0.0518,-0.0215,-0.0628,-0.161
2020_7_12,13,-7.17,-0.0616,-0.065,-0.0726,-0.208
2020_7_12,15,-25.1,-0.179,-0.234,-0.188,-0.395
2020_7_12,16,-5.27,-0.0119,0.00984,-0.00497,-0.188
2020_7_12,17,-5.57,-0.0502,-0.0294,-0.0748,-0.214
2020_7_12,18,-5.42,0.00469,-0.0167,-0.0316,-0.115
2020_7_12,19,-7.08,-0.0462,-0.0412,-0.0992,-0.223
2020_7_12,20,-2.34,0.0134,0.129,-0.0529,-0.119
2020_7_12,21,-5.27,-0.0693,-0.0128,-0.0687,-0.0333
2020_7_12,22,-14.5,-0.152,-0.13,-0.106,-0.296
2020_7_12,23,1.03,-0.043,0.0868,0.0221,-0.00577
2020_7_12,24,-9.44,-0.115,-0.0807,-0.124,-0.151
2020_7_12,25,-9.81,-0.11,-0.0257,-0.153,-0.231
2020_7_12,26,-8.48,-0.0783,-0.075,-0.124,-0.162
2020_7_12,27,-6.59,-0.0643,-0.0526,-0.0584,-0.213
2020_7_12,28,-7.74,-0.0622,-0.0543,-0.136,-0.111
2020_7_12,29,-3.16,0.0000556,-0.0575,-0.0243,-0.116
2020_7_12,30,-6.03,-0.0177,-0.0877,-0.0396,-0.0487
2020_7_12,31,-2.67,-0.0294,-0.0142,-0.0562,-0.0972
2020_7_12,32,-9.66,-0.12,-0.101,-0.0387,-0.148
2020_7_12,33,-6.1,-0.0903,-0.0449,-0.127,-0.0837
2020_7_12,34,-9.8,-0.0815,-0.0532,-0.158,-0.17
2020_7_12,35,-8.4,-0.0812,-0.02,-0.0448,-0.293
2020_7_12,36,-12.5,-0.142,-0.0827,-0.156,-0.254
2020_7_12,37,-7.96,-0.0608,-0.0854,-0.0167,-0.218
2020_7_12,38,-13,-0.15,-0.0983,-0.118,.
2020_7_12,39,-4.91,-0.0623,-0.0312,-0.0604,-0.124
2020_7_12,40,-5.71,-0.0898,-0.0147,-0.0499,-0.0884
2020_7_12,41,-8.09,-0.0907,-0.0709,-0.0441,-0.217
2020_7_12,42,-7.5,-0.0829,-0.0264,-0.0687,-0.255
2020_7_12,44,-8.24,-0.0518,-0.0227,-0.102,-0.169
2020_7_12,45,-4.86,-0.0207,-0.046,-0.00784,-0.1
2020_7_12,46,-2.02,.,-0.0573,.,-0.0599
2020_7_12,47,-6.65,-0.0862,-0.0704,-0.0285,-0.158
2020_7_12,48,-7.76,-0.0981,-0.0966,-0.0285,-0.17
2020_7_12,49,-8.79,-0.146,-0.0738,-0.00958,-0.198
2020_7_12,50,-14.7,-0.131,-0.0577,-0.085,-0.307
2020_7_12,51,-8.85,-0.103,-0.0299,-0.098,-0.282
2020_7_12,53,-6.21,-0.0549,-0.0401,-0.131,-0.169
2020_7_12,54,-10.7,-0.0733,-0.117,-0.0701,-0.176
2020_7_12,55,-5.71,-0.0515,-0.0271,-0.0471,-0.145
2020_7_12,56,-0.768,-0.0434,-0.00399,0.0263,0.053
2020_7_13,1,-8.72,-0.142,-0.12,-0.0693,-0.113
2020_7_13,2,-7.55,-0.0781,0.0328,-0.109,-0.231
2020_7_13,4,-8.73,-0.0696,-0.0564,-0.0824,-0.286
2020_7_13,5,-10.5,-0.0306,-0.00476,.,-0.132
2020_7_13,6,-10.5,-0.104,-0.0749,-0.0983,-0.266
2020_7_13,8,-4.45,-0.0842,-0.0499,-0.0292,-0.114
2020_7_13,9,-7.94,-0.119,-0.0321,-0.139,-0.115
2020_7_13,10,-3.76,0.00564,0.00618,-0.0563,-0.129
2020_7_13,12,-5.5,-0.0514,-0.0219,-0.0631,-0.162
2020_7_13,13,-7.18,-0.0616,-0.0651,-0.0733,-0.208
2020_7_13,15,-25.1,-0.176,-0.235,-0.185,-0.395
2020_7_13,16,-5.32,-0.0111,0.00966,-0.00744,-0.187
2020_7_13,17,-5.5,-0.0505,-0.0294,-0.0736,-0.211
2020_7_13,18,-5.45,0.0058,-0.0168,-0.0316,-0.113
2020_7_13,19,-7.11,-0.0464,-0.0416,-0.0995,-0.224
2020_7_13,20,-2.35,0.0119,0.13,-0.0527,-0.116
2020_7_13,21,-5.29,-0.0686,-0.0135,-0.0679,-0.0331
2020_7_13,22,-14.5,-0.152,-0.13,-0.107,-0.297
2020_7_13,23,1.18,-0.0417,0.0881,0.0234,-0.00319
2020_7_13,24,-9.43,-0.116,-0.0803,-0.124,-0.149
2020_7_13,25,-9.69,-0.109,-0.0255,-0.152,-0.228
2020_7_13,26,-8.44,-0.0778,-0.0751,-0.124,-0.16
2020_7_13,27,-6.55,-0.0645,-0.0525,-0.057,-0.212
2020_7_13,28,-7.77,-0.0628,-0.0543,-0.136,-0.112
2020_7_13,29,-3.15,0.0000178,-0.0575,-0.0241,-0.116
2020_7_13,30,-5.87,-0.0175,-0.083,-0.0398,-0.0486
2020_7_13,31,-2.67,-0.03,-0.0141,-0.0551,-0.0956
2020_7_13,32,-9.67,-0.12,-0.101,-0.0381,-0.148
2020_7_13,33,-5.99,-0.0906,-0.0444,-0.126,-0.0807
2020_7_13,34,-9.7,-0.0805,-0.0531,-0.157,-0.168
2020_7_13,35,-8.42,-0.0809,-0.0218,-0.0448,-0.293
2020_7_13,36,-12.5,-0.141,-0.0824,-0.156,-0.251
2020_7_13,37,-7.93,-0.0605,-0.0857,-0.0162,-0.217
2020_7_13,38,-12.9,-0.149,-0.0971,-0.117,.
2020_7_13,39,-4.92,-0.0618,-0.0322,-0.06,-0.124
2020_7_13,40,-5.75,-0.0899,-0.0154,-0.0509,-0.089
2020_7_13,41,-8.08,-0.0899,-0.0713,-0.0444,-0.215
2020_7_13,42,-7.46,-0.083,-0.0266,-0.0683,-0.253
2020_7_13,44,-8.06,-0.0499,-0.0217,-0.101,-0.164
2020_7_13,45,-4.84,-0.0194,-0.0462,-0.00764,-0.1
2020_7_13,46,-2.06,.,-0.0578,.,-0.0583
2020_7_13,47,-6.68,-0.0863,-0.0706,-0.0286,-0.159
2020_7_13,48,-7.81,-0.0986,-0.0973,-0.0287,-0.172
2020_7_13,49,-8.84,-0.148,-0.0753,-0.00941,-0.197
2020_7_13,50,-14.6,-0.131,-0.0572,-0.0842,-0.305
2020_7_13,51,-8.84,-0.103,-0.0307,-0.0978,-0.28
2020_7_13,53,-6.16,-0.0548,-0.0399,-0.131,-0.168
2020_7_13,54,-10.7,-0.0741,-0.117,-0.0698,-0.175
2020_7_13,55,-5.69,-0.0519,-0.027,-0.0468,-0.143
2020_7_13,56,-0.879,-0.0431,-0.0054,0.0261,0.0509
2020_7_14,1,-8.74,-0.143,-0.121,-0.0692,-0.112
2020_7_14,2,-7.49,-0.0791,0.0336,-0.106,-0.23
2020_7_14,4,-8.83,-0.0705,-0.057,-0.0828,-0.288
2020_7_14,5,-10.6,-0.0318,-0.00536,.,-0.132
2020_7_14,6,-10.6,-0.104,-0.0753,-0.099,-0.268
2020_7_14,8,-4.43,-0.0844,-0.0497,-0.0293,-0.112
2020_7_14,9,-7.88,-0.118,-0.032,-0.138,-0.112
2020_7_14,10,-3.74,0.00481,0.00569,-0.0566,-0.127
2020_7_14,12,-5.52,-0.0511,-0.0223,-0.0634,-0.162
2020_7_14,13,-7.2,-0.0616,-0.0652,-0.0739,-0.208
2020_7_14,15,-25,-0.173,-0.236,-0.183,-0.396
2020_7_14,16,-5.35,-0.01,0.00961,-0.00954,-0.187
2020_7_14,17,-5.44,-0.0508,-0.0294,-0.0723,-0.209
2020_7_14,18,-5.48,0.00689,-0.017,-0.0316,-0.111
2020_7_14,19,-7.13,-0.0466,-0.042,-0.0997,-0.225
2020_7_14,20,-2.39,0.00982,0.13,-0.0526,-0.114
2020_7_14,21,-5.32,-0.0679,-0.0141,-0.0672,-0.033
2020_7_14,22,-14.6,-0.152,-0.13,-0.108,-0.298
2020_7_14,23,1.31,-0.0405,0.0895,0.0244,-0.000952
2020_7_14,24,-9.41,-0.116,-0.0798,-0.125,-0.147
2020_7_14,25,-9.55,-0.108,-0.0254,-0.15,-0.224
2020_7_14,26,-8.4,-0.0774,-0.0752,-0.123,-0.159
2020_7_14,27,-6.51,-0.0646,-0.0524,-0.0557,-0.211
2020_7_14,28,-7.8,-0.0635,-0.0543,-0.136,-0.113
2020_7_14,29,-3.13,-0.0000214,-0.0574,-0.024,-0.115
2020_7_14,30,-5.72,-0.0173,-0.0781,-0.0399,-0.0485
2020_7_14,31,-2.66,-0.0306,-0.0142,-0.0541,-0.0939
2020_7_14,32,-9.7,-0.12,-0.101,-0.0377,-0.148
2020_7_14,33,-5.89,-0.0908,-0.0438,-0.125,-0.0779
2020_7_14,34,-9.61,-0.0796,-0.053,-0.157,-0.165
2020_7_14,35,-8.45,-0.0804,-0.0239,-0.0449,-0.293
2020_7_14,36,-12.4,-0.141,-0.082,-0.156,-0.249
2020_7_14,37,-7.9,-0.0602,-0.0859,-0.0158,-0.216
2020_7_14,38,-12.8,-0.149,-0.0963,-0.116,.
2020_7_14,39,-4.91,-0.0611,-0.0329,-0.0596,-0.123
2020_7_14,40,-5.79,-0.0899,-0.0162,-0.052,-0.0896
2020_7_14,41,-8.06,-0.0892,-0.0717,-0.0447,-0.214
2020_7_14,42,-7.43,-0.0831,-0.0268,-0.0679,-0.252
2020_7_14,44,-7.87,-0.0478,-0.0206,-0.0987,-0.159
2020_7_14,45,-4.83,-0.018,-0.0465,-0.00739,-0.1
2020_7_14,46,-2.08,.,-0.0581,.,-0.0567
2020_7_14,47,-6.7,-0.0864,-0.0708,-0.0287,-0.159
2020_7_14,48,-7.86,-0.099,-0.098,-0.0288,-0.173
2020_7_14,49,-8.9,-0.149,-0.0769,-0.00914,-0.196
2020_7_14,50,-14.6,-0.13,-0.0571,-0.0835,-0.303
2020_7_14,51,-8.84,-0.103,-0.0314,-0.0975,-0.279
2020_7_14,53,-6.12,-0.0547,-0.0397,-0.131,-0.167
2020_7_14,54,-10.7,-0.0748,-0.116,-0.0694,-0.175
2020_7_14,55,-5.68,-0.0525,-0.027,-0.0466,-0.141
2020_7_14,56,-0.989,-0.0426,-0.00661,0.0258,0.0483
2020_7_15,1,-8.75,-0.143,-0.122,-0.0692,-0.112
2020_7_15,2,-7.43,-0.0798,0.0343,-0.104,-0.229
2020_7_15,4,-8.92,-0.0714,-0.0575,-0.0831,-0.291
2020_7_15,5,-10.7,-0.033,-0.00591,.,-0.132
2020_7_15,6,-10.6,-0.104,-0.0757,-0.0998,-0.269
2020_7_15,8,-4.41,-0.0844,-0.0495,-0.0295,-0.111
2020_7_15,9,-7.82,-0.117,-0.0319,-0.137,-0.11
2020_7_15,10,-3.73,0.00375,0.00534,-0.057,-0.126
2020_7_15,12,-5.54,-0.0507,-0.0226,-0.0635,-0.163
2020_7_15,13,-7.22,-0.0616,-0.0653,-0.0744,-0.208
2020_7_15,15,-25,-0.169,-0.238,-0.181,-0.396
2020_7_15,16,-5.36,-0.00877,0.00976,-0.0112,-0.186
2020_7_15,17,-5.39,-0.0511,-0.0295,-0.0711,-0.206
2020_7_15,18,-5.5,0.00802,-0.0173,-0.0317,-0.109
2020_7_15,19,-7.14,-0.0469,-0.0425,-0.0998,-0.225
2020_7_15,20,-2.44,0.00705,0.131,-0.0525,-0.111
2020_7_15,21,-5.36,-0.0673,-0.0147,-0.0666,-0.0329
2020_7_15,22,-14.6,-0.152,-0.13,-0.108,-0.3
2020_7_15,23,1.43,-0.0393,0.0909,0.0251,0.00104
2020_7_15,24,-9.4,-0.117,-0.0793,-0.125,-0.146
2020_7_15,25,-9.42,-0.107,-0.0252,-0.148,-0.22
2020_7_15,26,-8.36,-0.077,-0.0752,-0.122,-0.157
2020_7_15,27,-6.47,-0.0648,-0.0523,-0.0545,-0.21
2020_7_15,28,-7.82,-0.064,-0.0542,-0.136,-0.114
2020_7_15,29,-3.1,0.0000119,-0.0569,-0.0236,-0.114
2020_7_15,30,-5.56,-0.0169,-0.0733,-0.0397,-0.0483
2020_7_15,31,-2.65,-0.0311,-0.0143,-0.0531,-0.0922
2020_7_15,32,-9.72,-0.121,-0.101,-0.0373,-0.149
2020_7_15,33,-5.78,-0.0909,-0.0432,-0.124,-0.0752
2020_7_15,34,-9.53,-0.079,-0.053,-0.156,-0.163
2020_7_15,35,-8.5,-0.0799,-0.0261,-0.0455,-0.294
2020_7_15,36,-12.3,-0.14,-0.0816,-0.156,-0.247
2020_7_15,37,-7.86,-0.0598,-0.086,-0.0155,-0.215
2020_7_15,38,-12.8,-0.148,-0.0959,-0.115,.
2020_7_15,39,-4.9,-0.0604,-0.0335,-0.0591,-0.123
2020_7_15,40,-5.83,-0.0898,-0.0169,-0.0531,-0.0903
2020_7_15,41,-8.05,-0.0884,-0.0721,-0.0449,-0.213
2020_7_15,42,-7.39,-0.0831,-0.027,-0.0675,-0.251
2020_7_15,44,-7.67,-0.0457,-0.0194,-0.0967,-0.154
2020_7_15,45,-4.82,-0.0165,-0.0468,-0.00714,-0.101
2020_7_15,46,-2.11,.,-0.0581,.,-0.0552
2020_7_15,47,-6.71,-0.0864,-0.071,-0.0287,-0.16
2020_7_15,48,-7.9,-0.0994,-0.0984,-0.0289,-0.174
2020_7_15,49,-8.95,-0.151,-0.0786,-0.0088,-0.195
2020_7_15,50,-14.5,-0.13,-0.0576,-0.0829,-0.302
2020_7_15,51,-8.84,-0.103,-0.0321,-0.0971,-0.278
2020_7_15,53,-6.07,-0.0546,-0.0394,-0.131,-0.166
2020_7_15,54,-10.7,-0.0758,-0.116,-0.0689,-0.174
2020_7_15,55,-5.68,-0.0531,-0.027,-0.0464,-0.14
2020_7_15,56,-1.09,-0.0419,-0.00764,0.0253,0.0457
2020_7_16,1,-8.76,-0.143,-0.123,-0.0691,-0.112
2020_7_16,2,-7.36,-0.08,0.035,-0.101,-0.228
2020_7_16,4,-9.01,-0.0724,-0.058,-0.0833,-0.293
2020_7_16,5,-10.8,-0.0341,-0.00636,.,-0.132
2020_7_16,6,-10.7,-0.104,-0.0761,-0.1,-0.271
2020_7_16,8,-4.39,-0.0844,-0.0492,-0.0297,-0.109
2020_7_16,9,-7.75,-0.116,-0.0318,-0.137,-0.107
2020_7_16,10,-3.72,0.00259,0.00517,-0.0574,-0.124
2020_7_16,12,-5.55,-0.0503,-0.0229,-0.0636,-0.164
2020_7_16,13,-7.23,-0.0616,-0.0653,-0.0748,-0.207
2020_7_16,15,-25,-0.166,-0.239,-0.179,-0.397
2020_7_16,16,-5.36,-0.00772,0.0101,-0.0121,-0.185
2020_7_16,17,-5.34,-0.0513,-0.0296,-0.07,-0.204
2020_7_16,18,-5.52,0.00914,-0.0176,-0.0317,-0.107
2020_7_16,19,-7.14,-0.0471,-0.0429,-0.0997,-0.226
2020_7_16,20,-2.5,0.00361,0.131,-0.0525,-0.109
2020_7_16,21,-5.39,-0.0667,-0.0153,-0.066,-0.0326
2020_7_16,22,-14.7,-0.152,-0.13,-0.109,-0.301
2020_7_16,23,1.54,-0.0382,0.0924,0.0254,0.00295
2020_7_16,24,-9.38,-0.117,-0.0788,-0.125,-0.146
2020_7_16,25,-9.28,-0.106,-0.025,-0.147,-0.217
2020_7_16,26,-8.33,-0.0766,-0.0751,-0.122,-0.157
2020_7_16,27,-6.44,-0.0649,-0.0523,-0.0537,-0.209
2020_7_16,28,-7.84,-0.0646,-0.0542,-0.136,-0.115
2020_7_16,29,-3.06,-6.39E-06,-0.0562,-0.0232,-0.113
2020_7_16,30,-5.41,-0.0163,-0.0688,-0.039,-0.048
2020_7_16,31,-2.64,-0.0316,-0.0144,-0.052,-0.0906
2020_7_16,32,-9.76,-0.122,-0.101,-0.037,-0.15
2020_7_16,33,-5.67,-0.0909,-0.0426,-0.124,-0.0727
2020_7_16,34,-9.46,-0.0784,-0.053,-0.156,-0.162
2020_7_16,35,-8.56,-0.0794,-0.0284,-0.0462,-0.295
2020_7_16,36,-12.3,-0.14,-0.0811,-0.157,-0.244
2020_7_16,37,-7.82,-0.0594,-0.086,-0.0151,-0.215
2020_7_16,38,-12.7,-0.147,-0.0956,-0.115,.
2020_7_16,39,-4.89,-0.0597,-0.0339,-0.0587,-0.122
2020_7_16,40,-5.87,-0.0898,-0.0176,-0.0542,-0.0908
2020_7_16,41,-8.02,-0.0875,-0.0725,-0.045,-0.212
2020_7_16,42,-7.36,-0.0831,-0.0272,-0.067,-0.25
2020_7_16,44,-7.46,-0.0437,-0.0181,-0.0948,-0.149
2020_7_16,45,-4.81,-0.015,-0.0471,-0.00694,-0.101
2020_7_16,46,-2.12,.,-0.0578,.,-0.0539
2020_7_16,47,-6.72,-0.0865,-0.0711,-0.0286,-0.16
2020_7_16,48,-7.94,-0.0996,-0.0987,-0.0288,-0.175
2020_7_16,49,-9.01,-0.152,-0.0803,-0.0084,-0.194
2020_7_16,50,-14.5,-0.129,-0.0585,-0.0825,-0.301
2020_7_16,51,-8.83,-0.103,-0.0328,-0.0968,-0.277
2020_7_16,53,-6.02,-0.0545,-0.0392,-0.131,-0.165
2020_7_16,54,-10.7,-0.0768,-0.115,-0.0684,-0.173
2020_7_16,55,-5.68,-0.0539,-0.027,-0.0462,-0.138
2020_7_16,56,-1.19,-0.0411,-0.00854,0.0248,0.0434
